date,platform,vehicle_model,impressions,clicks,cost_brl,leads
2026-04-07,Meta Ads,Yamaha MT-07,6991,339,1018.11,37
2026-04-07,Meta Ads,Yamaha NMAX 160,5803,130,234.09,10
2026-04-07,Meta Ads,Yamaha Crosser 150,5852,300,1070.79,41
2026-04-07,Meta Ads,Yamaha Fazer 250,9982,341,1441.99,19
2026-04-07,Google Ads,Yamaha MT-07,1368,58,145.85,3
2026-04-07,Google Ads,Yamaha NMAX 160,2647,60,188.76,3
2026-04-07,Google Ads,Yamaha Crosser 150,7022,263,452.1,27
2026-04-07,Google Ads,Yamaha Fazer 250,4781,203,568.66,20
2026-04-08,Meta Ads,Yamaha MT-07,4507,192,344.29,19
2026-04-08,Meta Ads,Yamaha NMAX 160,8986,378,739.03,31
2026-04-08,Meta Ads,Yamaha Crosser 150,5109,226,327.62,24
2026-04-08,Meta Ads,Yamaha Fazer 250,8301,589,2318.75,57
2026-04-08,Google Ads,Yamaha MT-07,3499,76,239.55,9
2026-04-08,Google Ads,Yamaha NMAX 160,5621,314,950.08,34
2026-04-08,Google Ads,Yamaha Crosser 150,2032,104,300.52,11
2026-04-08,Google Ads,Yamaha Fazer 250,4675,321,1208.48,21
2026-04-09,Meta Ads,Yamaha MT-07,7074,186,746.3,12
2026-04-09,Meta Ads,Yamaha NMAX 160,8001,253,358.92,28
2026-04-09,Meta Ads,Yamaha Crosser 150,3940,116,456.64,9
2026-04-09,Meta Ads,Yamaha Fazer 250,7335,484,2152.14,47
2026-04-09,Google Ads,Yamaha MT-07,1259,27,96.7,2
2026-04-09,Google Ads,Yamaha NMAX 160,4905,177,451.2,21
2026-04-09,Google Ads,Yamaha Crosser 150,4096,206,418.46,28
2026-04-09,Google Ads,Yamaha Fazer 250,9374,220,776.44,19
2026-04-10,Meta Ads,Yamaha MT-07,2962,151,675.66,13
2026-04-10,Meta Ads,Yamaha NMAX 160,1679,115,226.41,9
2026-04-10,Meta Ads,Yamaha Crosser 150,8776,224,463.24,13
2026-04-10,Meta Ads,Yamaha Fazer 250,3835,270,894.65,13
2026-04-10,Google Ads,Yamaha MT-07,2786,200,830.83,11
2026-04-10,Google Ads,Yamaha NMAX 160,6478,202,892.13,17
2026-04-10,Google Ads,Yamaha Crosser 150,3876,215,524.1,19
2026-04-10,Google Ads,Yamaha Fazer 250,4112,101,236.08,13
2026-04-11,Meta Ads,Yamaha MT-07,5630,415,628.36,56
2026-04-11,Meta Ads,Yamaha NMAX 160,9895,664,2549.55,89
2026-04-11,Meta Ads,Yamaha Crosser 150,3125,230,1003.49,21
2026-04-11,Meta Ads,Yamaha Fazer 250,4472,150,631.45,15
2026-04-11,Google Ads,Yamaha MT-07,4916,204,754.28,16
2026-04-11,Google Ads,Yamaha NMAX 160,5014,400,525.85,53
2026-04-11,Google Ads,Yamaha Crosser 150,1761,75,127.92,7
2026-04-11,Google Ads,Yamaha Fazer 250,3128,153,257.32,14
2026-04-12,Meta Ads,Yamaha MT-07,2821,68,106.71,7
2026-04-12,Meta Ads,Yamaha NMAX 160,3524,218,652.24,24
2026-04-12,Meta Ads,Yamaha Crosser 150,6357,185,374.17,21
2026-04-12,Meta Ads,Yamaha Fazer 250,6400,498,2016.98,65
2026-04-12,Google Ads,Yamaha MT-07,8092,276,464.02,14
2026-04-12,Google Ads,Yamaha NMAX 160,7659,365,903.02,30
2026-04-12,Google Ads,Yamaha Crosser 150,3157,105,370.59,9
2026-04-12,Google Ads,Yamaha Fazer 250,7674,516,1794.32,70
2026-04-13,Meta Ads,Yamaha MT-07,3340,249,923.86,15
2026-04-13,Meta Ads,Yamaha NMAX 160,9456,660,2374.82,41
2026-04-13,Meta Ads,Yamaha Crosser 150,8058,399,1614.76,46
2026-04-13,Meta Ads,Yamaha Fazer 250,6391,455,1225.9,68
2026-04-13,Google Ads,Yamaha MT-07,1728,95,262.14,7
2026-04-13,Google Ads,Yamaha NMAX 160,6825,324,761.44,42
2026-04-13,Google Ads,Yamaha Crosser 150,5237,104,237.62,7
2026-04-13,Google Ads,Yamaha Fazer 250,4460,248,631.1,22
2026-04-14,Meta Ads,Yamaha MT-07,4856,130,303.14,14
2026-04-14,Meta Ads,Yamaha NMAX 160,2724,173,688.58,24
2026-04-14,Meta Ads,Yamaha Crosser 150,1606,71,224.21,6
2026-04-14,Meta Ads,Yamaha Fazer 250,6318,448,1883.64,30
2026-04-14,Google Ads,Yamaha MT-07,3067,79,248.91,9
2026-04-14,Google Ads,Yamaha NMAX 160,7832,617,1311.81,34
2026-04-14,Google Ads,Yamaha Crosser 150,3655,246,728.16,22
2026-04-14,Google Ads,Yamaha Fazer 250,5699,382,1193.37,28
2026-04-15,Meta Ads,Yamaha MT-07,8694,529,1120.88,29
2026-04-15,Meta Ads,Yamaha NMAX 160,7099,468,1961.49,59
2026-04-15,Meta Ads,Yamaha Crosser 150,5623,376,1498.57,43
2026-04-15,Meta Ads,Yamaha Fazer 250,9920,203,676.3,23
2026-04-15,Google Ads,Yamaha MT-07,6596,286,1218.85,17
2026-04-15,Google Ads,Yamaha NMAX 160,9102,387,905.08,51
2026-04-15,Google Ads,Yamaha Crosser 150,8402,447,1547.56,37
2026-04-15,Google Ads,Yamaha Fazer 250,5008,216,509.88,29
2026-04-16,Meta Ads,Yamaha MT-07,6910,297,1091.32,36
2026-04-16,Meta Ads,Yamaha NMAX 160,2405,159,570.08,20
2026-04-16,Meta Ads,Yamaha Crosser 150,5919,237,450.09,12
2026-04-16,Meta Ads,Yamaha Fazer 250,6126,239,795.19,19
2026-04-16,Google Ads,Yamaha MT-07,9263,500,815.66,35
2026-04-16,Google Ads,Yamaha NMAX 160,9004,586,2038.29,82
2026-04-16,Google Ads,Yamaha Crosser 150,9334,234,698.16,32
2026-04-16,Google Ads,Yamaha Fazer 250,6503,184,321.23,13
2026-04-17,Meta Ads,Yamaha MT-07,6005,431,716.68,23
2026-04-17,Meta Ads,Yamaha NMAX 160,2521,184,474.4,18
2026-04-17,Meta Ads,Yamaha Crosser 150,5074,341,437.3,49
2026-04-17,Meta Ads,Yamaha Fazer 250,6335,330,777.92,43
2026-04-17,Google Ads,Yamaha MT-07,5080,188,750.46,27
2026-04-17,Google Ads,Yamaha NMAX 160,8212,568,1991.13,39
2026-04-17,Google Ads,Yamaha Crosser 150,7056,240,467.88,29
2026-04-17,Google Ads,Yamaha Fazer 250,8918,706,1954.31,72
2026-04-18,Meta Ads,Yamaha MT-07,2707,158,396.16,17
2026-04-18,Meta Ads,Yamaha NMAX 160,5612,339,1468.4,29
2026-04-18,Meta Ads,Yamaha Crosser 150,3923,271,663.77,17
2026-04-18,Meta Ads,Yamaha Fazer 250,3514,176,331.34,25
2026-04-18,Google Ads,Yamaha MT-07,1577,92,404.14,10
2026-04-18,Google Ads,Yamaha NMAX 160,8715,329,1404.53,40
2026-04-18,Google Ads,Yamaha Crosser 150,6446,281,965.18,36
2026-04-18,Google Ads,Yamaha Fazer 250,2266,175,361.19,14
2026-04-19,Meta Ads,Yamaha MT-07,7989,564,865.49,30
2026-04-19,Meta Ads,Yamaha NMAX 160,8519,180,614.26,26
2026-04-19,Meta Ads,Yamaha Crosser 150,2407,145,536.3,12
2026-04-19,Meta Ads,Yamaha Fazer 250,3177,102,156.83,11
2026-04-19,Google Ads,Yamaha MT-07,1120,42,129.1,4
2026-04-19,Google Ads,Yamaha NMAX 160,3805,248,666.45,36
2026-04-19,Google Ads,Yamaha Crosser 150,1817,90,165.91,12
2026-04-19,Google Ads,Yamaha Fazer 250,8084,624,2263.09,76
2026-04-20,Meta Ads,Yamaha MT-07,7248,454,1612.59,42
2026-04-20,Meta Ads,Yamaha NMAX 160,9268,739,936.34,99
2026-04-20,Meta Ads,Yamaha Crosser 150,7446,334,1380.49,28
2026-04-20,Meta Ads,Yamaha Fazer 250,2244,90,191.99,10
2026-04-20,Google Ads,Yamaha MT-07,6287,359,737.96,31
2026-04-20,Google Ads,Yamaha NMAX 160,1692,44,106.33,4
2026-04-20,Google Ads,Yamaha Crosser 150,9254,720,1491.81,103
2026-04-20,Google Ads,Yamaha Fazer 250,2510,158,304.32,21
2026-04-21,Meta Ads,Yamaha MT-07,1158,28,92.29,2
2026-04-21,Meta Ads,Yamaha NMAX 160,9929,563,835.03,71
2026-04-21,Meta Ads,Yamaha Crosser 150,1143,54,176.83,6
2026-04-21,Meta Ads,Yamaha Fazer 250,5803,359,673.64,51
2026-04-21,Google Ads,Yamaha MT-07,6722,236,621.51,22
2026-04-21,Google Ads,Yamaha NMAX 160,2515,95,409.27,14
2026-04-21,Google Ads,Yamaha Crosser 150,7495,312,619.49,46
2026-04-21,Google Ads,Yamaha Fazer 250,3117,176,424.39,9
2026-04-22,Meta Ads,Yamaha MT-07,3437,248,343.68,28
2026-04-22,Meta Ads,Yamaha NMAX 160,1174,80,342.56,11
2026-04-22,Meta Ads,Yamaha Crosser 150,6951,286,611.19,32
2026-04-22,Meta Ads,Yamaha Fazer 250,8246,351,601.77,46
2026-04-22,Google Ads,Yamaha MT-07,5624,202,768.19,17
2026-04-22,Google Ads,Yamaha NMAX 160,9931,681,2503.32,77
2026-04-22,Google Ads,Yamaha Crosser 150,1907,121,535.87,12
2026-04-22,Google Ads,Yamaha Fazer 250,8559,498,1094.58,65
2026-04-23,Meta Ads,Yamaha MT-07,9938,435,1305.9,47
2026-04-23,Meta Ads,Yamaha NMAX 160,8773,402,854.41,31
2026-04-23,Meta Ads,Yamaha Crosser 150,3792,144,354.85,18
2026-04-23,Meta Ads,Yamaha Fazer 250,5906,437,1238.81,52
2026-04-23,Google Ads,Yamaha MT-07,4973,188,252.0,22
2026-04-23,Google Ads,Yamaha NMAX 160,8999,397,1369.5,45
2026-04-23,Google Ads,Yamaha Crosser 150,9756,699,1059.23,85
2026-04-23,Google Ads,Yamaha Fazer 250,1607,111,305.52,13
2026-04-24,Meta Ads,Yamaha MT-07,4672,186,361.26,26
2026-04-24,Meta Ads,Yamaha NMAX 160,2156,82,109.78,7
2026-04-24,Meta Ads,Yamaha Crosser 150,4933,110,388.59,9
2026-04-24,Meta Ads,Yamaha Fazer 250,3415,187,596.13,17
2026-04-24,Google Ads,Yamaha MT-07,8132,267,633.64,30
2026-04-24,Google Ads,Yamaha NMAX 160,1913,68,260.77,4
2026-04-24,Google Ads,Yamaha Crosser 150,5017,255,711.36,18
2026-04-24,Google Ads,Yamaha Fazer 250,2571,204,800.79,21
2026-04-25,Meta Ads,Yamaha MT-07,3479,195,761.0,27
2026-04-25,Meta Ads,Yamaha NMAX 160,2913,156,301.31,22
2026-04-25,Meta Ads,Yamaha Crosser 150,3743,156,431.28,19
2026-04-25,Meta Ads,Yamaha Fazer 250,5736,282,1114.93,41
2026-04-25,Google Ads,Yamaha MT-07,8727,367,650.58,42
2026-04-25,Google Ads,Yamaha NMAX 160,7523,579,833.29,49
2026-04-25,Google Ads,Yamaha Crosser 150,8667,344,680.67,51
2026-04-25,Google Ads,Yamaha Fazer 250,4367,213,595.15,30
2026-04-26,Meta Ads,Yamaha MT-07,5102,341,1197.49,20
2026-04-26,Meta Ads,Yamaha NMAX 160,2427,73,140.02,7
2026-04-26,Meta Ads,Yamaha Crosser 150,9655,701,2344.35,67
2026-04-26,Meta Ads,Yamaha Fazer 250,8100,597,850.06,35
2026-04-26,Google Ads,Yamaha MT-07,5890,329,681.03,21
2026-04-26,Google Ads,Yamaha NMAX 160,2276,99,202.02,6
2026-04-26,Google Ads,Yamaha Crosser 150,5093,224,695.88,17
2026-04-26,Google Ads,Yamaha Fazer 250,4704,345,1139.42,26
2026-04-27,Meta Ads,Yamaha MT-07,4884,382,1080.94,44
2026-04-27,Meta Ads,Yamaha NMAX 160,4815,347,1378.04,19
2026-04-27,Meta Ads,Yamaha Crosser 150,3587,128,254.06,18
2026-04-27,Meta Ads,Yamaha Fazer 250,8758,636,1189.42,52
2026-04-27,Google Ads,Yamaha MT-07,9759,472,1639.61,56
2026-04-27,Google Ads,Yamaha NMAX 160,4821,265,461.05,15
2026-04-27,Google Ads,Yamaha Crosser 150,9532,452,786.92,65
2026-04-27,Google Ads,Yamaha Fazer 250,1592,79,145.24,9
2026-04-28,Meta Ads,Yamaha MT-07,3998,246,393.52,25
2026-04-28,Meta Ads,Yamaha NMAX 160,6108,462,556.48,66
2026-04-28,Meta Ads,Yamaha Crosser 150,5555,426,1449.09,46
2026-04-28,Meta Ads,Yamaha Fazer 250,3974,91,274.22,5
2026-04-28,Google Ads,Yamaha MT-07,2248,46,192.3,2
2026-04-28,Google Ads,Yamaha NMAX 160,5802,167,213.43,24
2026-04-28,Google Ads,Yamaha Crosser 150,5590,234,596.16,17
2026-04-28,Google Ads,Yamaha Fazer 250,5969,305,1369.16,25
2026-04-29,Meta Ads,Yamaha MT-07,8492,493,1541.4,35
2026-04-29,Meta Ads,Yamaha NMAX 160,3232,243,943.53,17
2026-04-29,Meta Ads,Yamaha Crosser 150,7040,382,1034.92,48
2026-04-29,Meta Ads,Yamaha Fazer 250,7176,308,959.46,37
2026-04-29,Google Ads,Yamaha MT-07,7591,354,1263.75,21
2026-04-29,Google Ads,Yamaha NMAX 160,3921,179,499.05,23
2026-04-29,Google Ads,Yamaha Crosser 150,5073,236,501.54,25
2026-04-29,Google Ads,Yamaha Fazer 250,7490,411,799.89,22
2026-04-30,Meta Ads,Yamaha MT-07,5084,311,1213.7,35
2026-04-30,Meta Ads,Yamaha NMAX 160,8076,265,1030.14,31
2026-04-30,Meta Ads,Yamaha Crosser 150,7216,247,415.34,34
2026-04-30,Meta Ads,Yamaha Fazer 250,3053,107,254.92,7
2026-04-30,Google Ads,Yamaha MT-07,3077,182,309.82,23
2026-04-30,Google Ads,Yamaha NMAX 160,9916,502,2152.46,56
2026-04-30,Google Ads,Yamaha Crosser 150,1531,88,167.86,7
2026-04-30,Google Ads,Yamaha Fazer 250,1799,68,232.98,9
2026-05-01,Meta Ads,Yamaha MT-07,2699,99,402.03,7
2026-05-01,Meta Ads,Yamaha NMAX 160,3727,182,588.46,10
2026-05-01,Meta Ads,Yamaha Crosser 150,5632,371,1544.83,50
2026-05-01,Meta Ads,Yamaha Fazer 250,9470,455,1631.69,60
2026-05-01,Google Ads,Yamaha MT-07,6804,357,1047.56,52
2026-05-01,Google Ads,Yamaha NMAX 160,4653,187,490.52,26
2026-05-01,Google Ads,Yamaha Crosser 150,3447,198,578.62,21
2026-05-01,Google Ads,Yamaha Fazer 250,6600,447,1192.81,43
2026-05-02,Meta Ads,Yamaha MT-07,2177,171,330.7,20
2026-05-02,Meta Ads,Yamaha NMAX 160,2515,75,147.31,7
2026-05-02,Meta Ads,Yamaha Crosser 150,9283,640,2871.76,34
2026-05-02,Meta Ads,Yamaha Fazer 250,8313,486,1766.12,30
2026-05-02,Google Ads,Yamaha MT-07,3517,107,439.49,9
2026-05-02,Google Ads,Yamaha NMAX 160,3384,105,140.06,10
2026-05-02,Google Ads,Yamaha Crosser 150,8915,351,986.38,41
2026-05-02,Google Ads,Yamaha Fazer 250,9108,458,1529.62,62
2026-05-03,Meta Ads,Yamaha MT-07,6592,133,294.79,19
2026-05-03,Meta Ads,Yamaha NMAX 160,4460,328,1273.7,21
2026-05-03,Meta Ads,Yamaha Crosser 150,5774,233,678.86,28
2026-05-03,Meta Ads,Yamaha Fazer 250,8543,524,2107.43,58
2026-05-03,Google Ads,Yamaha MT-07,6933,259,587.09,16
2026-05-03,Google Ads,Yamaha NMAX 160,2673,146,523.15,9
2026-05-03,Google Ads,Yamaha Crosser 150,2709,135,249.63,14
2026-05-03,Google Ads,Yamaha Fazer 250,4074,265,484.78,20
2026-05-04,Meta Ads,Yamaha MT-07,8079,470,1712.37,25
2026-05-04,Meta Ads,Yamaha NMAX 160,6674,282,661.25,25
2026-05-04,Meta Ads,Yamaha Crosser 150,5244,221,781.0,29
2026-05-04,Meta Ads,Yamaha Fazer 250,7805,546,1530.48,40
2026-05-04,Google Ads,Yamaha MT-07,5321,324,1252.68,45
2026-05-04,Google Ads,Yamaha NMAX 160,6714,268,984.75,30
2026-05-04,Google Ads,Yamaha Crosser 150,8403,659,1939.21,57
2026-05-04,Google Ads,Yamaha Fazer 250,2122,94,171.23,9
2026-05-05,Meta Ads,Yamaha MT-07,1125,62,150.77,8
2026-05-05,Meta Ads,Yamaha NMAX 160,5819,442,1097.32,64
2026-05-05,Meta Ads,Yamaha Crosser 150,2569,153,410.0,10
2026-05-05,Meta Ads,Yamaha Fazer 250,5096,263,767.83,15
2026-05-05,Google Ads,Yamaha MT-07,7294,483,1581.29,42
2026-05-05,Google Ads,Yamaha NMAX 160,4223,285,939.76,26
2026-05-05,Google Ads,Yamaha Crosser 150,2261,174,659.95,14
2026-05-05,Google Ads,Yamaha Fazer 250,4481,267,539.46,25
2026-05-06,Meta Ads,Yamaha MT-07,5461,356,1569.64,36
2026-05-06,Meta Ads,Yamaha NMAX 160,7093,323,849.36,27
2026-05-06,Meta Ads,Yamaha Crosser 150,1901,78,185.61,9
2026-05-06,Meta Ads,Yamaha Fazer 250,1814,86,370.84,11
2026-05-06,Google Ads,Yamaha MT-07,1682,72,263.3,8
2026-05-06,Google Ads,Yamaha NMAX 160,9000,533,1925.1,67
2026-05-06,Google Ads,Yamaha Crosser 150,9210,468,1839.12,57
2026-05-06,Google Ads,Yamaha Fazer 250,4536,109,280.52,9
2026-05-07,Meta Ads,Yamaha MT-07,3092,102,350.94,11
2026-05-07,Meta Ads,Yamaha NMAX 160,9560,698,1820.45,53
2026-05-07,Meta Ads,Yamaha Crosser 150,4558,169,284.87,9
2026-05-07,Meta Ads,Yamaha Fazer 250,5409,358,1604.61,45
2026-05-07,Google Ads,Yamaha MT-07,7168,439,1794.31,60
2026-05-07,Google Ads,Yamaha NMAX 160,1792,130,284.56,10
2026-05-07,Google Ads,Yamaha Crosser 150,3816,177,259.86,19
2026-05-07,Google Ads,Yamaha Fazer 250,3175,169,233.99,15
2026-05-08,Meta Ads,Yamaha MT-07,5388,118,405.05,15
2026-05-08,Meta Ads,Yamaha NMAX 160,8311,422,1406.68,26
2026-05-08,Meta Ads,Yamaha Crosser 150,8682,319,1415.5,29
2026-05-08,Meta Ads,Yamaha Fazer 250,1755,105,414.85,15
2026-05-08,Google Ads,Yamaha MT-07,9343,368,1440.57,48
2026-05-08,Google Ads,Yamaha NMAX 160,1050,73,122.27,6
2026-05-08,Google Ads,Yamaha Crosser 150,3953,314,714.81,22
2026-05-08,Google Ads,Yamaha Fazer 250,2662,205,358.19,19
2026-05-09,Meta Ads,Yamaha MT-07,5513,323,1208.89,47
2026-05-09,Meta Ads,Yamaha NMAX 160,8205,211,466.58,24
2026-05-09,Meta Ads,Yamaha Crosser 150,8165,245,688.58,16
2026-05-09,Meta Ads,Yamaha Fazer 250,9962,668,2933.41,69
2026-05-09,Google Ads,Yamaha MT-07,7280,396,1008.14,53
2026-05-09,Google Ads,Yamaha NMAX 160,5414,384,896.01,56
2026-05-09,Google Ads,Yamaha Crosser 150,8183,621,2481.37,83
2026-05-09,Google Ads,Yamaha Fazer 250,3111,91,132.49,10
2026-05-10,Meta Ads,Yamaha MT-07,3534,78,349.32,7
2026-05-10,Meta Ads,Yamaha NMAX 160,3989,211,340.56,28
2026-05-10,Meta Ads,Yamaha Crosser 150,6724,389,819.56,49
2026-05-10,Meta Ads,Yamaha Fazer 250,8695,522,1106.87,39
2026-05-10,Google Ads,Yamaha MT-07,6306,206,266.61,15
2026-05-10,Google Ads,Yamaha NMAX 160,8888,475,914.94,44
2026-05-10,Google Ads,Yamaha Crosser 150,5399,347,1134.0,26
2026-05-10,Google Ads,Yamaha Fazer 250,8237,197,618.85,11
2026-05-11,Meta Ads,Yamaha MT-07,5836,374,890.08,20
2026-05-11,Meta Ads,Yamaha NMAX 160,2881,214,459.97,16
2026-05-11,Meta Ads,Yamaha Crosser 150,6981,453,1504.91,61
2026-05-11,Meta Ads,Yamaha Fazer 250,4141,149,229.27,19
2026-05-11,Google Ads,Yamaha MT-07,2275,171,209.81,10
2026-05-11,Google Ads,Yamaha NMAX 160,6397,443,1198.6,42
2026-05-11,Google Ads,Yamaha Crosser 150,9756,736,1018.59,74
2026-05-11,Google Ads,Yamaha Fazer 250,4130,260,1041.14,23
2026-05-12,Meta Ads,Yamaha MT-07,4167,243,863.75,29
2026-05-12,Meta Ads,Yamaha NMAX 160,9737,313,489.52,42
2026-05-12,Meta Ads,Yamaha Crosser 150,1978,117,468.85,7
2026-05-12,Meta Ads,Yamaha Fazer 250,6632,438,1448.59,28
2026-05-12,Google Ads,Yamaha MT-07,5043,267,483.24,20
2026-05-12,Google Ads,Yamaha NMAX 160,7396,211,429.14,14
2026-05-12,Google Ads,Yamaha Crosser 150,5163,236,994.22,18
2026-05-12,Google Ads,Yamaha Fazer 250,7649,155,686.73,10
2026-05-13,Meta Ads,Yamaha MT-07,9876,529,2186.33,69
2026-05-13,Meta Ads,Yamaha NMAX 160,6422,246,624.05,31
2026-05-13,Meta Ads,Yamaha Crosser 150,4460,230,346.17,20
2026-05-13,Meta Ads,Yamaha Fazer 250,5269,263,647.94,26
2026-05-13,Google Ads,Yamaha MT-07,8038,366,1223.98,37
2026-05-13,Google Ads,Yamaha NMAX 160,3250,141,428.73,20
2026-05-13,Google Ads,Yamaha Crosser 150,5140,168,329.54,13
2026-05-13,Google Ads,Yamaha Fazer 250,5771,162,220.56,21
2026-05-14,Meta Ads,Yamaha MT-07,6327,435,1420.11,29
2026-05-14,Meta Ads,Yamaha NMAX 160,2108,125,463.29,11
2026-05-14,Meta Ads,Yamaha Crosser 150,7006,330,918.5,38
2026-05-14,Meta Ads,Yamaha Fazer 250,3645,218,647.5,28
2026-05-14,Google Ads,Yamaha MT-07,9419,226,549.14,24
2026-05-14,Google Ads,Yamaha NMAX 160,7412,511,1355.02,71
2026-05-14,Google Ads,Yamaha Crosser 150,6068,419,930.74,30
2026-05-14,Google Ads,Yamaha Fazer 250,2618,198,271.34,15
2026-05-15,Meta Ads,Yamaha MT-07,3607,108,217.45,8
2026-05-15,Meta Ads,Yamaha NMAX 160,2144,45,195.32,4
2026-05-15,Meta Ads,Yamaha Crosser 150,9761,421,1171.09,42
2026-05-15,Meta Ads,Yamaha Fazer 250,5855,159,456.86,19
2026-05-15,Google Ads,Yamaha MT-07,5105,123,416.85,10
2026-05-15,Google Ads,Yamaha NMAX 160,9655,347,1310.31,43
2026-05-15,Google Ads,Yamaha Crosser 150,8769,560,2002.46,33
2026-05-15,Google Ads,Yamaha Fazer 250,8198,226,713.89,15
2026-05-16,Meta Ads,Yamaha MT-07,5852,261,766.24,33
2026-05-16,Meta Ads,Yamaha NMAX 160,3688,133,557.5,11
2026-05-16,Meta Ads,Yamaha Crosser 150,3166,182,466.38,25
2026-05-16,Meta Ads,Yamaha Fazer 250,2890,122,387.64,16
2026-05-16,Google Ads,Yamaha MT-07,7319,247,1004.83,17
2026-05-16,Google Ads,Yamaha NMAX 160,4876,198,563.69,22
2026-05-16,Google Ads,Yamaha Crosser 150,2526,88,227.93,5
2026-05-16,Google Ads,Yamaha Fazer 250,4234,169,489.29,13
2026-05-17,Meta Ads,Yamaha MT-07,4069,278,1160.43,27
2026-05-17,Meta Ads,Yamaha NMAX 160,4499,246,1000.86,25
2026-05-17,Meta Ads,Yamaha Crosser 150,7482,222,769.32,13
2026-05-17,Meta Ads,Yamaha Fazer 250,8125,562,1782.72,37
2026-05-17,Google Ads,Yamaha MT-07,4184,84,171.11,6
2026-05-17,Google Ads,Yamaha NMAX 160,4738,118,331.56,6
2026-05-17,Google Ads,Yamaha Crosser 150,9757,420,1231.38,23
2026-05-17,Google Ads,Yamaha Fazer 250,6801,291,1172.02,30
2026-05-18,Meta Ads,Yamaha MT-07,5012,278,846.49,24
2026-05-18,Meta Ads,Yamaha NMAX 160,6810,399,719.33,57
2026-05-18,Meta Ads,Yamaha Crosser 150,5551,196,597.2,26
2026-05-18,Meta Ads,Yamaha Fazer 250,6069,437,610.09,35
2026-05-18,Google Ads,Yamaha MT-07,5279,185,296.83,20
2026-05-18,Google Ads,Yamaha NMAX 160,4065,321,942.38,34
2026-05-18,Google Ads,Yamaha Crosser 150,4400,234,665.18,33
2026-05-18,Google Ads,Yamaha Fazer 250,7056,469,871.53,35
2026-05-19,Meta Ads,Yamaha MT-07,3211,158,555.36,13
2026-05-19,Meta Ads,Yamaha NMAX 160,9963,583,2001.62,61
2026-05-19,Meta Ads,Yamaha Crosser 150,1900,135,418.06,8
2026-05-19,Meta Ads,Yamaha Fazer 250,2754,92,296.71,6
2026-05-19,Google Ads,Yamaha MT-07,9984,494,1095.79,31
2026-05-19,Google Ads,Yamaha NMAX 160,1368,39,160.45,1
2026-05-19,Google Ads,Yamaha Crosser 150,6045,398,1243.99,40
2026-05-19,Google Ads,Yamaha Fazer 250,5868,364,1095.24,21
2026-05-20,Meta Ads,Yamaha MT-07,9058,428,984.65,48
2026-05-20,Meta Ads,Yamaha NMAX 160,7117,438,806.36,27
2026-05-20,Meta Ads,Yamaha Crosser 150,8892,693,1908.78,50
2026-05-20,Meta Ads,Yamaha Fazer 250,3575,243,577.39,16
2026-05-20,Google Ads,Yamaha MT-07,7228,456,1489.29,27
2026-05-20,Google Ads,Yamaha NMAX 160,4790,256,610.79,34
2026-05-20,Google Ads,Yamaha Crosser 150,5666,426,1617.79,48
2026-05-20,Google Ads,Yamaha Fazer 250,1743,129,571.98,18
2026-05-21,Meta Ads,Yamaha MT-07,9325,653,2209.79,91
2026-05-21,Meta Ads,Yamaha NMAX 160,5832,191,803.08,26
2026-05-21,Meta Ads,Yamaha Crosser 150,2578,165,681.73,8
2026-05-21,Meta Ads,Yamaha Fazer 250,5451,154,630.48,21
2026-05-21,Google Ads,Yamaha MT-07,8113,576,1879.35,74
2026-05-21,Google Ads,Yamaha NMAX 160,4710,177,266.21,12
2026-05-21,Google Ads,Yamaha Crosser 150,7839,603,2673.27,84
2026-05-21,Google Ads,Yamaha Fazer 250,4705,185,235.52,19
2026-05-22,Meta Ads,Yamaha MT-07,6567,336,1241.36,17
2026-05-22,Meta Ads,Yamaha NMAX 160,9495,466,2005.25,56
2026-05-22,Meta Ads,Yamaha Crosser 150,5443,329,1278.11,25
2026-05-22,Meta Ads,Yamaha Fazer 250,7784,435,1260.43,57
2026-05-22,Google Ads,Yamaha MT-07,7847,464,1860.06,66
2026-05-22,Google Ads,Yamaha NMAX 160,9914,655,967.06,63
2026-05-22,Google Ads,Yamaha Crosser 150,6563,448,1795.93,64
2026-05-22,Google Ads,Yamaha Fazer 250,4416,306,550.01,22
2026-05-23,Meta Ads,Yamaha MT-07,1743,45,168.6,4
2026-05-23,Meta Ads,Yamaha NMAX 160,8178,411,1735.17,26
2026-05-23,Meta Ads,Yamaha Crosser 150,9323,462,1322.55,48
2026-05-23,Meta Ads,Yamaha Fazer 250,3141,178,251.48,9
2026-05-23,Google Ads,Yamaha MT-07,1213,27,57.79,3
2026-05-23,Google Ads,Yamaha NMAX 160,3404,246,345.39,21
2026-05-23,Google Ads,Yamaha Crosser 150,3003,158,334.33,8
2026-05-23,Google Ads,Yamaha Fazer 250,3810,210,623.88,19
2026-05-24,Meta Ads,Yamaha MT-07,4012,275,386.48,36
2026-05-24,Meta Ads,Yamaha NMAX 160,6064,159,435.84,18
2026-05-24,Meta Ads,Yamaha Crosser 150,5974,334,736.83,43
2026-05-24,Meta Ads,Yamaha Fazer 250,9902,654,2846.79,52
2026-05-24,Google Ads,Yamaha MT-07,3419,208,301.12,13
2026-05-24,Google Ads,Yamaha NMAX 160,8515,325,939.0,20
2026-05-24,Google Ads,Yamaha Crosser 150,5820,333,1274.26,48
2026-05-24,Google Ads,Yamaha Fazer 250,7788,168,289.73,23
